# fwhFoam: acoustic pressure time history
# Observer 1  position (0.5 0.5 0)
# 
# time [s]          p' [Pa]
0.1	2.0737332e-07
0.2	1.52166e-07
0.3	1.3197901e-07
0.4	1.2506323e-07
0.5	1.2106058e-07
0.6	1.2008247e-07
0.7	1.2074235e-07
0.8	1.2236057e-07
0.9	1.2452096e-07
1	1.2697073e-07
1.1	1.3131225e-07
1.2	1.3342408e-07
1.3	1.357143e-07
1.4	1.3787829e-07
1.5	1.3988507e-07
1.6	1.4170994e-07
1.7	1.4333734e-07
1.8	1.4476211e-07
1.9	1.4598322e-07
2	1.4700753e-07
2.1	1.4784381e-07
2.2	1.4849377e-07
2.3	1.4899983e-07
2.4	1.4935303e-07
2.5	1.4956948e-07
2.6	1.4967978e-07
2.7	1.4967765e-07
2.8	1.4959474e-07
2.9	1.4942665e-07
3	1.4919336e-07
3.1	1.4892232e-07
3.2	1.4859006e-07
3.3	1.4822908e-07
3.4	1.4783679e-07
3.5	1.474156e-07
3.6	1.4698278e-07
3.7	1.4596237e-07
3.8	1.4556796e-07
3.9	1.4515839e-07
4	1.4473388e-07
4.1	1.4429818e-07
4.2	1.4386272e-07
4.3	1.4342734e-07
4.4	1.4299076e-07
4.5	1.4256413e-07
4.6	1.4214321e-07
4.7	1.4173085e-07
4.8	1.4133155e-07
4.9	1.4094013e-07
5	1.4055966e-07
5.1	1.4019127e-07
5.2	1.398369e-07
5.3	1.3949137e-07
5.4	1.3916097e-07
5.5	1.3883902e-07
5.6	1.3853726e-07
5.7	1.382287e-07
5.8	1.379408e-07
5.9	1.3766556e-07
6	1.3739957e-07
6.1	1.3714537e-07
6.2	1.3690126e-07
6.3	1.3665536e-07
6.4	1.3642716e-07
6.5	1.3620533e-07
6.6	1.3599201e-07
6.7	1.3578636e-07
6.8	1.3558184e-07
6.9	1.3538536e-07
7	1.3519073e-07
7.1	1.3500195e-07
7.2	1.34813e-07
7.3	1.3462477e-07
7.4	1.3443933e-07
7.5	1.3425267e-07
7.6	1.3406418e-07
7.7	1.338756e-07
7.8	1.3368464e-07
7.9	1.3349101e-07
8	1.3329604e-07
8.1	1.3309975e-07
8.2	1.3290046e-07
8.3	1.3270075e-07
8.4	1.3250044e-07
8.5	1.3230102e-07
8.6	1.3209902e-07
8.7	1.319014e-07
8.8	1.317048e-07
8.9	1.3150926e-07
9	1.313186e-07
9.1	1.3113053e-07
9.2	1.3094489e-07
9.3	1.3076318e-07
9.4	1.30585e-07
9.5	1.3041091e-07
9.6	1.3023782e-07
9.7	1.3007138e-07
9.8	1.2990725e-07
9.9	1.2973429e-07
10	1.2957779e-07
